Account Name,NIP*
SPÓŁDZIELNIA MIESZKANIOWA JAROTY,7390203819
PRZEDSIĘBIORSTWO BUDOWLANE BUDIREM LUCJAN MACEK, EWA ŻUREK SP.J.,6440511908
UNITED PETFOOD RADOM SP. Z O.O.,7962987208
SPÓŁDZIELNIA MIESZKANIOWA HUTNIK,6440513238
UNITED INTERNATIONAL PICTURES SP. Z O.O.,5212694381
PRZEDSIĘBIORSTWO ARKOP SP. Z O.O.,6370102546
SPÓŁDZIELNIA MIESZKANIOWA GRUNWALD W POZNANIU,7770002731
UNIRUBBER SP. Z O.O.,9510024895
PRZEDSIĘBIORSTWO SOLGRUD SP. Z O.O.,8760103106
SPÓŁDZIELNIA MIESZKANIOWA GÓRNIK,6340006192
UNIQA POLSKA S.A.,5213242907
PRZEDSIĘBIORSTWO JASTA SP. Z O.O. SP. K.,7712826786
SPÓŁDZIELNIA MIESZKANIOWA GOCŁAW-LOTNISKO,5250010060
UNIPRO SP. Z O.O.,6762407022
PRZEDSIĘBIORSTWO FERRBUD SP. Z O.O.,8130333431
SPÓŁDZIELNIA MIESZKANIOWA CZUBY W LUBLINIE,7120160514
UNIPOL R.BAJON SP. K.,7810063289
PRZEDSIĘBIORSTWO ART PŁAKOWICE SP. Z O.O.,6161001491
SPÓŁDZIELNIA MIESZKANIOWA BUDOWLANI,5540312220
UNIONSTAL SP. Z O.O.,9542426243
PRYWATNE PRZEDSIĘBIORSTWO HANDLOWE „STAMPOL” STANKIEWICZ SP.K.,7170003142
SPÓŁDZIELNIA GRUP POLSKI RZEPAK I ZBOŻA,7543062291
UNIMOT PALIWA SP. Z O.O.,7831710765
PRUSZKOWSKA SPÓŁDZIELNIA MIESZKANIOWA,5340001745
SPÓŁDZIELNIA DOSTAWCÓW MLEKA W WIELUNIU,8320003346
PRO-WAM SP. Z O.O.,6692316649
UNIMETAL RECYCLING SP. Z O.O.,6282261630
SPÓŁDZIELCZA AGROFIRMA SZCZEKOCINY,5770400442
SPORTSDIRECT.COM POLAND SP. Z O.O.,1070025514
UNIMET AUTOMOTIVE SP. Z O.O. SP. K.,6462935573
PRO-TRA BUILDING SP. Z O.O.,8941012790
UNIMEDI SP. Z O.O.,9562369376
SPORTROOM SP. Z O.O. SP. K.,7282390032
PROTOS ENERGY BIAŁYSTOK SP. Z O.O.,5423407964
UNI-LOGISTICS SP. Z O.O.,9581554011
SPORTANO.COM SP. Z O.O.,9731077223
PROTOR GROUP SP. Z O.O.,6482768859
UNIGAST S.A.,1132715765
PROTEKT GRZEGORZ ŁASZKIEWICZ SP. Z O.O.,7292747932
SPOŁEM WARSZAWSKA SPÓŁDZIELNIA SPOŻYWCÓW ŻOLIBORZ,5250010539
UNIFERM POLSKA SP. Z O.O.,7860005957
SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW JEDNOŚĆ,5730104996
PROTECH SP. Z O.O.,5512614883
UNICREDIT SERVICES S.C.P.A. O CHARAKTERZE KONSORCJUM,3020000542
SPOŁECZNY INSTYTUT WYDAWNICZY ZNAK SP. Z O.O.,6760075768
PROTAN POLSKA SP. Z O.O.,5262499285
UNICREDIT S.P.A. (S.A.) ODDZIAŁ W POLSCE,3020002989
SPLUNK SERVICES POLAND SP. Z O.O.,6772440357
UNICELL INTERNATIONAL SP. Z O.O.,5422503648
PROTAN ELMARK SP. Z O.O.,7773055780
SPLAST SP. Z O.O. SP. K.,6842634518
PROPLASTICA SP. Z O.O.,8420004581
UNIBAX SP. Z O.O.,8790179456
SPIE NEXOTECH S.A.,8990203231
PRO-ONE INVEST SP. Z O.O.,5170402125
UMT SP. Z O.O.,8291737748
SPERASOFT POLAND SP. Z O.O.,6793108964
PROMUS KATOWICE SP. Z O.O.,6412278096
ULTRESPA SP. Z O.O.,1132938815
SPEKTRUM REAL SP. Z O.O.,1070020646
PROMOTECH SP. Z O.O.,5420208365
ULTIMA SP. Z O.O.,6112236001
SPEEDAPP SP. Z O.O.,9512394461
PROMOSTAL SP. Z O.O. SP. K.,9661948083
ULMER SPÓŁKA KOMANDYTOWO - AKCYJNA,9520000293
SPEED SP. Z O.O.,9580813114
ULENBERG SP. Z O.O.,8393114991
SPEDYCJA POLSKA-SPEDCONT SP. Z O.O.,7260037570
PROMOEFEKT SP. Z O.O.,6551983102
UCB PHARMA SP. Z O.O.,5261020151
PROMOBIL FLEET SP. Z O.O.,7822459797
SPEDYCJA PAWBUD SP. Z O.O.,9482439347
UBÓJ HANDEL ARTYKUŁAMI MIĘSNYMI EUZEBIA I RYSZARD ONYŚK SP.J.,8231426476
PROMETEON TYRE GROUP POLSKA SP. Z O.O.,1132895224
SPED PARTNER SP. Z O.O.,6621768189
SPECTRUM BRANDS POLAND SP. Z O.O.,9511983304
UBOJNIA DROBIU LESZEK I JERZY SMOLAREK SP. J.,7880023220
PROMECO SP. Z O.O.,5882214176
UBOJNIA DROBIU ELCZAR ELŻBIETA I CEZARY ZAWIŚLAK,5591881583
SPEC-REM S.A.,7743215598
PROMATEC SP. Z O.O.,5272849344
UBOJNIA DROBIU BRYCHCY SP. J.,9730771714
SPECJALISTYCZNY SZPITAL ONKOLOGICZNY NU-MED SP. Z O.O.,1080014216
PROMA SP. Z O.O.,7540337623
UBEZPIECZENIA RANKOMAT SP. Z O.O.,1132887302
SPECJALISTYCZNY SZPITAL IM. E. SZCZEKLIKA W TARNOWIE,8732714039
PROLOGIS POLAND LXXVIII SP. Z O.O.,5222859553
UBER POLSKA SP. Z O.O.,6793098102
PROLICHT REKLAMA SP. Z O.O.,7541012314
SPECJALISTYCZNY PSYCHIATRYCZNY ZESPÓŁ OPIEKI ZDROWOTNEJ,9471667139
U KUBUSIA SP. Z O.O. SP. K.,6991912537
PROKMET SP. Z O.O.,6692434202
SPECJALISTYCZNE CENTRUM MEDYCZNE IM. ŚW. JANA PAWŁA II S.A.,8831788549
TYSKA SPÓŁDZIELNIA MIESZKANIOWA OSKARD,6460009980
PROJPRZEM BUDOWNICTWO SP. Z O.O.,5542923028
SPECIFIC SP. Z O.O.,9662161422
TYKOCIN SP. Z O.O.,5461392176
SPECIALTY PRODUCTS POLAND SP. Z O.O.,5213814982
PROJEKT 45 WAWEL SERVICE SP. Z O.O. SP. K.,6762574599
TYCZKA TRADING POLAND SP. Z O.O.,5261057065
PROJECT SP 1 SP. Z O.O.,5252523591
SPECIALS VENTO SP. Z O.O. SP. K. W LIKWIDACJI,5521715230
TYCNER SP. Z O.O.,8172205293
PROGRESS ECO S.A.,9482597879
SPARTHERM SP. Z O.O.,6771004708
TYCHYDIS SP. Z O.O.,5222678260
SPACE INVEST SP. Z O.O.,6572946879
ADESSO SP. Z O.O.SP,6760077170
PRO-FUND SP. Z O.O. SP. K.,8133569660
TWIST SP. Z O.O.,6421001750
SP MOULDING POLAND SP. Z O.O.,8291671009
PROFTIME SP. Z O.O.,6272769491
TWEETOP SP. Z O.O.,8512743464
SP MEDICAL SP. Z O.O.,8291648619
PRO-FLEX S.A.,1181863336
TW PLAST SP. Z O.O.,9372722562
PROFIT4YOU SP. Z O.O.,5842750632
SP LOGISTICS SP. Z O.O.,8961440715
TVILUM 2018 POLAND SP. Z O.O.,5252746109
PROFIL NR SP. Z O.O.,6252457423
SOVITA-2 TRACZYK RYBSKI SP. K.,7981477833
TV SPEKTRUM SP. Z O.O.,1132863052
SOUFFLET AGRO POLSKA SP. Z O.O.,7822551391
PRODUS SHOP SERVICES SP. Z O.O.,5342176101
TSL INTERMODAL SP. Z O.O. SP. K.,9512338899
SOSNOWIECKIE WODOCIĄGI S.A.,6440011382
PRODUCENT WYROBÓW PAPIERNICZYCH JACK-POL SP. Z O.O.,9121769336
TROTON SP. Z O.O.,6711610078
PRODIM SP. Z O.O.,6783196961
SOSNOWIECKI SZPITAL MIEJSKI SP. Z O.O. W RESTRUKTU,6443504464
TROPICANA SP. Z O.O.,6842295482
PROCEM SP. Z O.O.,7010215958
SORELPOL SP. Z O.O.,5270102807
TROJPOL SP. Z O.O.,6391905871
PROCARTE PV SP. Z O.O.,6572952667
SOPRO POLSKA SP. Z O.O.,9510042605
TRIP FREE SP. Z O.O.,9731031735
PROCARDIA MEDICAL SP. Z O.O.,9512086452
SONOVA POLSKA SP. Z O.O.,1130054012
TRIOL-POLAND SP. Z O.O.,1182238706
PRO-CAR SP. Z O.O.,6783149401
SONIA SP. Z O.O.,8131097731
TRIMCO SP. Z O.O. SP. K.,8921481961
PROAUTO SP. Z O.O.,8512752782
SONAC OSETNICA SP. Z O.O.,6940008443
TRIMARAN SP. Z O.O. SP. J.,8513177305
PRO LOGISTIC SERVICES POLSKA SP. Z O.O.,6462980616
SONA SP. Z O.O.,5771850319
TRIDIS SP. Z O.O. SP. K.,1182120206
PRIVOZ SP. Z O.O.,9662106469
TRIADA-DOM WACHOWIAK ŚLIWIAK SP. J.,9151545914
SOLVITO SP. Z O.O. W LIKWIDACJI,6342857971
PRINCES FOODS BESLOTEN VENNOOTSCHAP , ODDZIAŁ W PO,
TRENA,5342340718
SOLVERA GAWEL TECHNOLOGY S.A.,5170282359
PRIMULATOR SP. Z O.O.,7260004694
TREMCO CPG POLAND SP. Z O.O.,1130092828
SOLVENT WISTOL S.A.,5492074626
PRIMOST POŁUDNIE SP. Z O.O.,6252468929
TREEDEN GROUP SP. Z O.O.,9462499470
SOLVE MEDICAL SP. Z O.O.,5423352068
TREE CAPITAL SP. Z O.O.,1231281809
PRIMI BIS SP. Z O.O.,7431745352
SOLISPHARM SP. Z O.O.,1132872111
TRECOM ENTERPRISE SOLUTIONS SP. Z O.O.,7010369555
PRIME PROTEIN TRADE SP. Z O.O.,5170401048
SOLINEA SP. Z O.O. SP. K.,7123284694
TREC NUTRITION SP. Z O.O.,9581602454
PRIME CONSTRUCTION SP. Z O.O. SP. K.,8522585601
SOLINA COATINGS POLAND SP. Z O.O.,8971866640
TRAWENA SP. Z O.O.,7123267595
PRIMAVERA FURNITURE SP. Z O.O.,7393568496
SOLIDCARGO GROUP SP. Z O.O.,5213680197
TRAVELTECH SP. Z O.O.,6751345369
PRIMASORT INDUSTRY SP. Z O.O.,7352903006
SOLID SP. Z O.O.,6760104375
TRAVEL FREE POLAND SP. Z O.O.,6762332270
PRIMA SOSNOWIEC ADVANCED PLASTIC TECHNOLOGIES SP. Z O.O.,6342969026
SOLID MCG SP. Z O.O.,6792691803
TRANSSYSTEM S.A.,5272704255
PRIMA POWER CENTRAL EUROPE SP. Z O.O.,5130144409
SOLBET LUBARTÓW S.A.,7140001836
TRANSPROJEKT GDAŃSKI SPÓŁKA Z OGRANICZONĄ ODPOWIED,5840203328
PREZERO ZIELONA ENERGIA SP. Z O.O.,9512335694
SOLBET KOLBUSZOWA S.A.,8140001363
TRANSPORTIO SP. Z O.O.,7792523578
PREZERO SERVICE ZACHÓD SP. Z O.O.,9251118100
SOLARE ENERGY SP. Z O.O.,5361915918
TRANSPORT MIĘDZYNARODOWY I KRAJOWY TOMASZ DZIDA SP. Z O.O.,6381538402
PREZERO SERVICE WSCHÓD SP. Z O.O.,9482007435
SOLAR COMPANY S.A.,7791019139
TRANSPOL LIDER SP. Z O.O. SP. K.,5562762249
PREZERO SERVICE PÓŁNOC SP. Z O.O.,5911003833
SOKPOL-KONCENTRATY SP. Z O.O.,5771889362
TRANSPETROL-BIS SP. Z O.O.,6211521348
PREZERO RECYCLING ZACHÓD SP. Z O.O.,6981796294
TRANS-PAL S.GZIK SP. K.,8621642791
SOHBI CRAFT POLAND SP. Z O.O.,8792495411
PREZERO RECYCLING WSCHÓD SP. Z O.O.,5212755711
TRANSKOM BIAŁDYGA SP. Z O.O.,7561992830
SOFTWAREONE POLSKA SP. Z O.O.,7010330441
PREZERO RECYCLING POŁUDNIE SP. Z O.O.,6310000078
TRANSITION TECHNOLOGIES PSC SP. Z O.O.,7292712388
SODASTREAM POLAND SP. Z O.O.,5272933961
PREZERO POLSKA SP. Z O.O.,7962416931
TRANSHANDROL MAREK KIEŁB SP. J.,8170004478
SOCOPOL SP. Z O.O.,5342299430
PREZERO MAŁOPOLSKA SP. Z O.O.,7341066587
TRANSGÓR S.A.,2220019557
SOCIETE PROMODIS ( SPÓŁDZIELNIA) ODDZIAŁ W POLSCE,1090001310
PREZERO JANTRA SP. Z O.O.,8521020989
TRANSDUNA TRANSPORT SP. Z O.O.,5213244817
SOBEX SP. Z O.O.,2810048488
TRANSDUNA SP. Z O.O.,5211527020
PREZERO DOLNY ŚLĄSK SP. Z O.O.,6922256509
SOBANSCY TRANSPORT SP. Z O.O.,8393226951
PRETTL ADION POLSKA SP. Z O.O.,7811751092
TRANSCOM WORLDWIDE POLAND SP. Z O.O.,7393356073
SNOWFLAKE POLAND SP. Z O.O.,7010185832
TRANSCHEM SP. Z O.O.,8880205855
PRESA SP. Z O.O.,5252519595
SNIPES POLSKA S.A.,7781406159
TRANS-CARGO GROUP SP. Z O.O. SP. K.,9111710838
SNEBO SP. Z O.O.,6961863478
PREMIUM MOBILE SP. Z O.O.,9542746551
TRANSBUD-KATOWICE SP. Z O.O.,6340195810
SMULDERS POLSKA SP. Z O.O.,9282065014
PREMA S.A.,5251551237
TRANSBUD PLUS SP. Z O.O.,5691892356
SMAY SP. Z O.O.,6782821888
PREFERE RESINS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILNOŚCIĄ,5262289814
TRANSBED SP. Z O.O.,6452221808
PREF-BET WYTWÓRNIA MAS BITUMICZNYCH, BETONU I PREFABRYKATÓW SPÓŁKA Z OGRANICZONĄ ODOWIEDZIALNOŚCIĄ,5632430186
TRANSANNABERG SP. Z O.O.,7561972980
SMARTNEY SP. Z O.O.,5272859012
PREFAMAX.PL SP. Z O.O.,9512405213
TRAMWAJE SZCZECIŃSKIE SP. Z O.O.,3020000476
SMARTLUNCH S.A.,8943057495
TRAKT S.A.,9591267282
SMAKMAK SP. Z O.O.,6972197861
PRE-FABRYKAT SP. Z O.O.,6112475875
TRAKCJA SYSTEM SP. Z O.O.,8971782096
SMAK SERWIS SP. Z O.O.,8151512446
PREDICA SP. Z O.O.,5783048378
TRAFFORD IT SP. Z O.O. SP. K.,9512359789
SM LOGISTIC SP. Z O.O.,5512272371
PRECISION MACHINE PARTS POLAND SP. Z O.O.,9481983416
TRADYCJA I JAKOŚĆ SP. Z O.O.,8952051664
SLV GROUP SP. Z O.O.,9112040771
PREBENA - POLSKA SP. Z O.O. SP. K.,7790001539
TRADEPOL SP. Z O.O.,6492124052
PRD NOWOGARD S.A.,8561609079
SLAM POLAND SP. Z O.O.,6222675121
TRADEDOUBLER SP. Z O.O.,5262789066
PRA GROUP POLSKA HOLDING SP. Z O.O.,5272727552
SKYTAXI SP. Z O.O.,9910173038
TRADE MILK SP. Z O.O.,8121897884
PPHU DOLMAR SP. Z O.O. SP. K.,6191763679
SKYPLAST POLAND SP. Z O.O. SP. K.,7831713396
TRADE AGRO SP. Z O.O.,5842689594
SKUP ŻYWCA PRZYBYŁ S.K.A.,8982262526
PPHU AGROTEX SP. Z O.O.,7340027792
TOYOTA STOLARZ SP. Z O.O.,5993252464
PPHU AGRO-HURTWALDEMAR, PIOTR, PAWEŁ WIDEŁ,7342739189
TOYOTA SABAJ ŁÓDŹ SP. J.,7280003195
SKŁAD BUDOWLANY SP. Z O.O. SP. K.,8111770946
TOWARZYSTWO INWESTYCYJNE ELEKTROWNIA - WSCHÓD S.A.,7122353855
PPH TEMAR SP. Z O.O. SP. K.,6341021667
SKLEJKA-EKO S.A.,6220005391
TOWAROWE BIURO DUET S.A.,5831018229
PPH KANCELARIA NR 10 M. POLAK R. DUDELAS SP. K.,9930309305
SKINEST RAIL POLSKA SP. Z O.O.,7393669429
TOUS POLAND SP. Z O.O.,5252822371
PPG GLOBAL BUSINESS SERVICES POLAND SP. Z O.O.,8982240967
SKAWA-BIS SP. Z O.O.,5511001463
TOUK SP. Z O.O. S.K.A.,1132383725
PPFE OFFICE PIŁSUDSKI SQUARE PROPCO SP. Z O.O.,5252810333
SKARBNICA NARODOWA SP. Z O.O.,5252348337
TOTALBUD S.A.,1181706849
PPE ENERGETYKA SP. Z O.O.,7010599918
SKALEC SP. Z O.O.,9492258446
TORUSNET TEXTILES S.A.SP. K.,7290205629
POZNAŃSKA SPÓŁDZIELNIA MIESZKANIOWA W POZNANIU,7770020775
SKABUD INFRASTRUKTURA SP. Z O.O.,5272875407
TORUŃSKIE ZAKŁADY URZĄDZEŃ OKRĘTOWYCH TOWIMOR,8790166809
POZNAŃSKA SPÓŁDZIELNIA MIESZKANIOWA WINOGRADY W POZNANIU,7770003363
SK HYNIX NAND PRODUCT SOLUTIONS POLAND SP. Z O.O.,5842807065
TORUŃSKIE WODOCIĄGI SP. Z O.O.,9562018145
POXA SP. Z O.O. SP. K.,1251675279
SK ECOPLANT CO., LTD. SP. Z O.O. ODDZIAŁ W POLSCE,2050005526
TORKOL SP. Z O.O.,6462928320
SIVANTOS SP. Z O.O.,7831447931
TORIMEX GROUP SP. Z O.O.,7250040122
POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW SPOŁEM W KATOWICACH,6340134518
TORHAMER SP. Z O.O. SP. K.,5862320403
SIRI TRANSPORT SP. Z O.O.,8442374598
POWSZECHNA SPÓŁDZIELNIA MIESZKANIOWA PRZYMORZE,5840203848
TORF CORPORATION SP. Z O.O.,5252683969
POWIATOWY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ,6252247223
SINOBOOM POLAND SP. Z O.O.,7822903217
TOPHOG SP. Z O.O.,6961886841
POWIATOWY ZAKŁAD OPIEKI ZDROWOTNEJ,6641873185
SIMPLY POLAND GROUP SP. Z O.O.,7412125588
POWIATOWY SZPITAL IM. WŁADYSŁAWA BIEGAŃSKIEGO W IŁ,7441484344
SIMCORP SP. Z O.O.,5272859733
TOP-FRUIT SP. Z O.O.,7972047501
POWIATOWY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W RYDUŁTOWACH,6471839389
SILVERSTONE POLSKA SP. Z O.O.,7282598034
TOPAZ NATALIA SP. Z O.O.,8231668096
SILVERBACK POLSKA SP. Z O.O.,7123322791
TOPAZ COMPUTING SP. Z O.O.,5252808313
POWIATOWE CENTRUM ZDROWIA W BRZEZINACH SP. Z O.O.,8331384412
SILTRUCK SP. Z O.O.,5482436909
TOPACZ INVESTMENTS SP. Z O.O.,8961338394
POWIATOWE CENTRUM ZDROWIA SP. Z O.O.,5891941823
SILTEC SP. Z O.O.,5220003718
TOP SECRET FASHION STORY SP. Z O.O. W LIKWIDACJI,7272841869
POWERSTONE SP. Z O.O.,7773155932
SILTA SP. Z O.O.,5342264199
TOP PACKAGING S.A.,7811877634
POWERBIKE S.A.,7811756729
SILO-TRANS SZARKOWICZ SP. Z O.O.,9930692221
TOP FILM SP. Z O.O.,5213849667
POWER ENGINEERING TRANSFORMATORY SP. Z O.O.,7773263001
SILLA SP. Z O.O.,7371943194
TOP FARMS WIELKOPOLSKA SP. Z O.O.,7781357716
POWEN S.A.,6480001680
SILGAN METAL PACKAGING TCZEW S.A.,5842270820
TOP FARMS AGRO SP. Z O.O.,7481454415
POSTĘP SP. Z O.O.,7872092962
SILGAN METAL PACKAGING SZPROTAWA SP. Z O.O.,9241132015
TOMY M&M KRZYSZTOF MENDYK, PAWEŁ MAMOŃ SP. J.,8871819204
POSNET POLSKA S.A.,5222628262
SILESIANA SP. Z O.O.,4980202794
TOMSOL SP. Z O.O.,6690501093
POSIADALO SP. Z O.O. SP. K.,7731121302
SILESIAN PROPERTIES SP. Z O.O.,5213103459
TOMMA DIAGNOSTYKA OBRAZOWA S.A.,7771059609
POSEJDON-ADAMUS SP. Z O.O.,8762458204
SILESIAN GRAIN SP. Z O.O.,8871691394
TOMI MARKT SP. Z O.O.,1990119372
POSCO ECO & CHALLENGE CO., LTD. ( ) ODDZIAŁ W POLSCE,1060003681
SILESIAN FARM SP. Z O.O.,8871284565
TOMASZOWSKIE KOPALNIE SUROWCÓW MINERALNYCH BIAŁA GÓRA SP. Z O.O.,7730009342
POSADZKI PRZEMYSŁOWE-POLSKA SP. Z O.O.,6791009092
SILESIA OIL SP. Z O.O.,6350000713
TOMASZOWSKIE CENTRUM ZDROWIA SP. Z O.O.,7732419096
PORTOS TR7 SP. Z O.O.,6180018618
SILESIA INVEST SZMITKA KAMIŃSKI,6312651153
TOMASZEWSKI SP. Z O.O.,5220100226
PORT WISKITKI SP. Z O.O.,8381866923
SILA POLAND SP. Z O.O.,5731005960
TOBACCO TRADING INTERNATIONAL POLAND SP. Z O.O.,6770082623
PORT POPOWICE SP. Z O.O. SP. K.,8971803332
TNS SP. Z O.O.,5260213876
SIKORA MOTO EXPERT SP. Z O.O.,1990111620
PORT LOTNICZY POZNAŃ-ŁAWICA SP. Z O.O.,7811533610
TMT SP. Z O.O.,7181854926
SIKORA -.AC.- LUBIN SP. Z O.O.,6922485724
PORT KĄTY SP. Z O.O. SP. K.,9231701084
TMS SP. Z O.O.,5211004948
SIGMA-LI WIEJACHA FUCHS SP. J.,6441019256
POPULARNA POPŁAWSCY, POPRAWA S.K.A.,5223015834
TMS INTERNATIONAL POLAND SP. Z O.O.,7010362760
SIEŃKO I SYN SP. Z O.O.,9661652000
TMPM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILNOŚCIĄ,6772242947
PONER SP. Z O.O.,6191953090
SIENNA HOTEL SP. Z O.O.,5252186751
TMF POLAND SP. Z O.O.,5252422482
POMORSKA BAZA PALIWOWA SP. Z O.O.,6312348489
SIENKIEWICZ MAT - BUD SP. Z O.O.,1130022302
TM TOYS SP. Z O.O.,8511021941
POMERANIA INVESTMENT S.A.,5862227603
SIEMIANOWICKA SPÓŁDZIELNIA MIESZKANIOWA,6430000112
TM TECHNOLOGIE SP. Z O.O.,6772203278
POLWOS SP. Z O.O.,5751792346
SIEK SP. J.,9482597046
TM SYNTHETICS S.A.,7010408137
POLTRAF SP. Z O.O.,5222785889
SIEGWERK POLAND MARKI SP. Z O.O.,5241000010
TLC SP. Z O.O.,5252348828
POL-TOR SP. Z O.O.,7531020039
SIEĆ BADAWCZA ŁUKASIEWICZ - POZNAŃSKI INSTYTUT TECHNOLOGICZNY,7831822694
TLC ŁOŻYSKA - SŁAWOMIR TENDERENDA, EDWARD LESIŃSKI, TOMASZ PAWEŁ CUDNY SP.J.,8221884438
POL-STRAUTMANN SP. Z O.O.,7880008781
SICK SP. Z O.O.,5211001507
TLC HOLDING S.A.,6793158979
POLSTAR HOLDING WOŁOSZCZUK SP. K.,6692251921
TKT ENGINEERING SP. Z O.O.,7792220234
SIC LAZARO POLSKA SP. Z O.O.,9552078737
POLSTAL W.DUDEK SP. Z O.O.,5272962974
TKS SP. Z O.O.,6340135400
SIBELCO GREEN SOLUTIONS POLAND S.A.,7393340652
POL-SOFT SP. Z O.O.,7780040911
TITANX ENGINE COOLING SP. Z O.O.,7543184137
SHOP & TRAVEL S&T SP. Z O.O. SP. K.,5981637543
POLSNACK POLSKA SP. Z O.O. SP. K.,5220001582
TIRSPED SP. Z O.O.,5270204399
SHOKO SP. Z O.O.,8133753777
POLSKIE STACJE PALIW Z.K. TRANSOIL,9512424819
TIMAC AGRO POLSKA SP. Z O.O.,7772705750
SHIJI POLAND SP. Z O.O.,6312662027
POLSKIE SKŁADY ARMATURY SP. Z O.O.,5891813539
TIGMA - BUD SP. Z O.O.,6621819343
SHI FW ENERGIA FAKOP SP. Z O.O.,6440514640
POLSKIE SKLEPY ODZIEŻOWE SP. Z O.O. W RESTRUKTURYZACJI,6762431687
TIGER WARSAW SP. Z O.O.,5222988977
TIBERINA POLAND SP. Z O.O.,5252870341
SHARP ELECTRONICS (EUROPE) GMBH SP. Z O.O. ODDZIAŁ W POLSCE,1080000846
POLSKIE POMIDORY S.A.,6152026540
TI GROUP SP. Z O.O.,5423267612
SGX EUROPE SP. Z O.O.,6342844879
POLSKIE MLEKO SP. Z O.O.,5651522676
THINK CONSTRUCTION SP. Z O.O.,9512356035
SGS POLSKA SP. Z O.O.,5860005608
POLSKI TRANSPORT CIĘŻAROWY SP. Z O.O.,5213664347
THESAR SYSTEMY INFORMATYCZNE SP. Z O.O.,5222259296
SGL BATTERY SOLUTIONS POLSKA SP. Z O.O.,7011071906
POLSKI LEK SP. Z O.O.,5213202397
THERMO - TRANSIT POLAND SP. Z O.O.,5971730809
POLSKI KOMITET POMOCY SPOŁECZNEJ,5260308482
SFW ENERGIA SP. Z O.O.,6312187454
THÉA POLSKA SP. Z O.O.,5213563971
POLSKI HOLDING RYBNY SP. Z O.O.,5252945820
SFERA PARTS DISTRIBUTION SP. Z O.O.,7952529415
THE SWATCH GROUP (POLSKA) SP. Z O.O.,5213311376
SFC-SOLUTIONS PIOTRKÓW SP. Z O.O.,5251048432
POLSKAMP S.A.,5322058692
THE STEPSTONE GROUP POLSKA SP. Z O.O.,5272547620
SFB POLSKA SP. Z O.O.,5140298002
THE MEDIA INSIGHT POLSKA SP. Z O.O.,5252245761
POLSKA GRUPA TEKSTYLNA SP. Z O.O.,5222709859
SFA POLSKA SP. Z O.O.,8971539272
THE EUROPEAN VAN COMPANY SP. Z O.O.,9591054988
POLSKA GRUPA HANDLOWA ALFA SP. Z O.O.,7382017077
SEVROLL-SYSTEM SP. Z O.O..,9511629689
THE CUSTOMIZATION GROUP POLAND SP. Z O.O.,9552528991
POLSKA DYSTRYBUCJA BUDOWLANA SP. Z O.O.,7822498538
SEVENET S.A.,5832202053
THE & PARTNERSHIP LIMITED SP. Z O.O.,5213775578
POLSERVICE SP. Z O.O.,7773371742
SETON K. CICHOCKI, R.MATUSIEWICZ SP. J.,8480001623
TH-BETON SP. Z O.O.,6792576522
POLSER SP. Z O.O.,9562125711
THALE SP. Z O.O. SP. K.,7390000559
SERWISY JÓZEF SKRZYPA SP. K.,8581851211
POLPROP 4 SP. Z O.O.,7010997837
TG NOVA SP. Z O.O.,6972306959
SERWIS POJAZDÓW SZYNOWYCH SP. Z O.O. SP. K.,5542966925
POLPHARMA BIOLOGICS WARSAW SP. Z O.O.,1182096979
TEXTON S.A.,7322070553
SERWIS KOP SP. Z O.O. SP. K.,8133529749
POLOT MEDIA SP. Z O.O. SP. K.,8961450205
TEXOM SP. Z O.O.,8133680794
SERVIER POLSKA SP. Z O.O.,5260302887
POL-ORSA SP. Z O.O.,9280004847
TEUFELBERGER STRAPPING SP. Z O.O.,5272993957
SERTOP SP. Z O.O.,6460323825
POLONIA CUP SP. Z O.O. SP. K.,6452561361
TETRA PAK PROCESSING EQUIPMENT SP. Z O.O.,5240303429
SERIS LAAM SP. Z O.O.,5832702910
POLNET SP. Z O.O. I WSPÓLNICY SP. K.,6211706651
TESTRONIC SP. Z O.O.,5262793145
SERIS KONSALNET CLEANING SP. Z O.O.,6652649882
POLMAX KANTORY S.A.S.K.A.,9271914337
TESKO STEEL LOGISTIC SP. Z O.O.,6423183212
SEPPELER OCYNKOWNIA ŚLĄSK SP. Z O.O.,8971540795
POLMARS, R. ZIÓŁKOWSKI I S-KA SP. K.,5242416089
TESGAS S.A.,7772527260
SENTO S.A.,6772148906
POLMAIS KARBOWSKI DUKLAS SP. J.,8883116796
TESCO TECHNOLOGY AND SERVICES EUROPE SP. Z O.O.,5272855439
SENNDER POLSKA SP. Z O.O.,5252781755
TESAR POLSKA SP. Z O.O.,6342730934
POLL - NUSSBAUMER SP. Z O.O.,6391865574
SENDOM DOMY DREWNIANE SP. Z O.O. SP. K.,5911699757
POLKEMIC SP. Z O.O.,8133352989
TESA TAPE SP. Z O.O.,7822281431
SENDIT SP. Z O.O.,7792428503
TERMO PROFIL SP. Z O.O.,6472321387
POLISH FORWARDING COMPANY SP. Z O.O.,7010331788
